id,nombre,usuario,descripcion,cantidad_seguidores,cantidad_sigue,fecha_creacion,conteo,grupo
362121315,Laura Dulce-Romero,petrogustavo,¿Quién dijo que todo está perdido? Yo vengo a ofrecer mi corazón. Periodista.,13154,1997,Thu Aug 25 21:57:44 +0000 2011,1,Periodista
87421716,"FREYTTER-FLORIÁN, Jorge.",petrogustavo,¡Inventamos o Erramos!,1142,3117,Wed Nov 04 11:56:42 +0000 2009,1,otros
1020719005936570368,Juan Francisco Espinosa Palacios,petrogustavo,Abogado. Director de @MigracionCol. ExViceministro de Justicia en @MinJusticiaCo. Exdirector de @UIAFColombia. Profesor en @URosario y @UniJaveriana,12338,1039,Sat Jul 21 17:15:49 +0000 2018,1,
26110930,LCI,petrogustavo,"Bienvenue sur LCI, #La26 sur la TNT. Le meilleur de l'info, de l'analyse, du décryptage et tous les grands événements en direct #RespectZone",365568,975,Mon Mar 23 22:45:32 +0000 2009,1,otros
250835400,Yolanda,petrogustavo,"Economista, presidenta de @ongaesco y autora de Una sudaca en el Parlamento",1460,1880,Fri Feb 11 22:24:48 +0000 2011,1,otros
613765983,JusticiaSanJuanBogot,petrogustavo,Justicia Trabajadores Hospital San Juan Dios Bogotá: Certificados en 2008 por El Empleador y despedidos ilegalmente al 2001 por Corte Constitucional (SU-484/08),321,61,Wed Jun 20 19:18:11 +0000 2012,1,otros
826125858674995200,Jairo Estrada,petrogustavo,UN - Profesor del Departamento de Ciencia Política. Director de la Revista Izquierda. Integrante de la rebeldía intelectual.,10788,1283,Mon Jan 30 17:52:08 +0000 2017,1,
713028058207358976,Alicia Castro,petrogustavo,Militante política y sindical. Ex Sec. Gral. Aeronavegantes. Diputada Nacional (1997-2005). Embajadora en Rep. Bolivariana de Venezuela y ante el Reino Unido,61566,21633,Thu Mar 24 15:41:51 +0000 2016,1,
1650649633,Amintore Confalonieri,petrogustavo,CEO of @CCSCEX | CARACAS COMMODITY EXCHANGE | Founder | Altruist | Focused on building a better world through collaborative economies & entrepreneurship,2703,207,Tue Aug 06 15:48:11 +0000 2013,1,otros
3347781574,beethoven herrera,petrogustavo,,2399,109,Sat Jun 27 16:56:08 +0000 2015,1,otros
1219283935865266178,Progressive International,petrogustavo,"We unite, organize, and mobilize progressive forces. Join us.",78761,221,Mon Jan 20 15:42:30 +0000 2020,1,
28567809,The Royal Society,petrogustavo,The Royal Society is a Fellowship of the world's most eminent scientists and is the oldest scientific academy in continuous existence.,325682,976,Fri Apr 03 14:00:38 +0000 2009,1,otros
57732727,Doktor Von Krespit 💚,petrogustavo,Pueblerina y montañera. Pa joderme la vida estoy yo. #RevoluciónCrespa Siempre quiero 🍦@lascosasbonitasdelfútbol,5118,1231,Fri Jul 17 19:29:11 +0000 2009,1,otros
744239045572694017,Hell,petrogustavo,CENSURADA🤐,1374,95,Sat Jun 18 18:43:10 +0000 2016,1,
1001127206930862081,La Liga Contra el Silencio,petrogustavo,🔎 Somos una alianza de periodistas y medios de comunicación que combate la censura en Colombia. Denuncias: redes@ligacontraelsilencio.com o por nuestra web.,54945,945,Mon May 28 15:45:00 +0000 2018,1,
3092625556,Rutas del Conflicto,petrogustavo,"Proyecto periodístico que busca facilitar el acceso a información, organizada y confiable, sobre el conflicto armado en Colombia. #dja2017",32876,447,Mon Mar 16 22:44:52 +0000 2015,1,otros
589494035,Ken Lu Caldera.,petrogustavo,"🎓Abogada,
Magíster En Derecho Penal y Procesal Penal.
Especialista En Derecho Penal y Procesal Penal.
Solo Díos, podrá detenerme en la carrera de mí vida. 🙏🏞",65,37,Thu May 24 23:05:59 +0000 2012,1,otros
2937597520,Carmen Ines vasquez,petrogustavo,,5810,164,Mon Dec 22 21:59:08 +0000 2014,1,otros
2525588752,Luz Amanda,petrogustavo,,599,546,Sat May 03 14:31:58 +0000 2014,1,otros
712957110,Harold López,petrogustavo,"Trabajador Social. Universidad Nacional. Asesor política y comunicaciones. Construyamos una ciudad de 1er mundo.
#BogotáProgresista",1120,691,Mon Jul 23 19:20:35 +0000 2012,1,otros
1242188496103706626,Calle 7 Colombia,petrogustavo,"Somos una Organización de Base Comunitaria de trabajadorxs s3xuales para trabajadorxs s3xuales, promotora y defensora de derechos humanos.",284,104,Mon Mar 23 20:38:48 +0000 2020,1,
178097640,Luis David Toscano Salas,petrogustavo,"Ingeniero Civil,Vocero de Progresistas, Pacto Histórico, ciudadano al rescate de la ética pública",707,1184,Fri Aug 13 21:38:34 +0000 2010,1,otros
238345990,Santiago Tréllez Vivero,petrogustavo,⚽️ Jugador de fútbol 🔴⚫️ @sportrecife🇨🇴🇧🇷,33753,599,Fri Jan 14 23:38:15 +0000 2011,2,otros
401702393,Jennifer del toro,petrogustavo,La última Samaria Golden. Activista de causas difíciles en un país cuasi imposible.,557,560,Sun Oct 30 23:27:20 +0000 2011,1,otros
3039268715,Gerardo Pisarello,petrogustavo,Profesor Derecho Constitucional. Diputado por Barcelona @EnComu_Podem Secretario 1ero de la Mesa del Congreso en Madrid.,50882,573,Sun Feb 15 16:12:48 +0000 2015,1,otros
1021401178272395264,Ministerio de Igualdad,petrogustavo,Perfil oficial del Ministerio de Igualdad del Gobierno de España.,54562,645,Mon Jul 23 14:26:32 +0000 2018,1,
94587857,Laura  Weinstein N.,petrogustavo,"Directora Ejecutiva de la Fundación GAAT (Grupo Acción y Apoyo a Personas Trans). Defensora de Derechos Humanos, hincha del Santa Fe y mujer Trans.",3552,775,Fri Dec 04 16:15:01 +0000 2009,1,otros
862806301004484608,El Parche Crítico ⚫🟡,petrogustavo,"Medio de Comunicación Alternativo y Popular de Colombia | Noticias y Opiniones. 

👉 Informar con la verdad es un acto de resistencia y de revolución. ✊",17747,1641,Thu May 11 23:07:07 +0000 2017,1,
150323423,Zulma Cucunubá,petrogustavo,"Infectious Disease Epidemiologist, MD PhD | Assistant Professor @UniJaveriana @MRC_outbreak |Previously @vaccineimpact @INSColombia @universidaduptc| Own views",69044,3941,Mon May 31 17:03:49 +0000 2010,2,otros
2938831635,Pastor Alape Lascarro,petrogustavo,Delegado de @ComunesCol al Consejo Nacional de Reincorporación (CNR). Edificando la paz desde el corazón de los territorios. #DefendamosLaPaz,55602,1962,Tue Dec 23 22:37:50 +0000 2014,1,otros
14499829,World Health Organization (WHO),petrogustavo,"We are the #UnitedNations’ health agency - #HealthForAll.
▶️ Always check our latest tweets on #COVID19 for updated advice/information.",10034148,1743,Wed Apr 23 19:56:27 +0000 2008,1,otros
1199481661345484800,Movimiento Médico Intergremial Colombiano,petrogustavo,"Organización Medica y del Gremio de la Salud Colombiana en búsqueda de la restitución de nuestros derechos laborales! ÚNETE, el cambio es ahora!",974,1160,Wed Nov 27 00:15:12 +0000 2019,1,
230955110,Cristóbal Padilla T,petrogustavo,"Perfil: politologo, Líder Social y Cultural Costa Caribe. Ex-Alcalde Ciudad Bolívar, director Integración social en Bosa-Bogotá,Defensor de la Vida y la Paz.",731,493,Mon Dec 27 05:18:30 +0000 2010,1,Politico
1534840266,Carlos Dáguer,petrogustavo,Asuntos públicos y comunicaciones. Cuento historias sobre salud pública. Vocero de mí mismo en este espacio. No me tomen muy en serio por acá.,5441,2178,Thu Jun 20 20:02:55 +0000 2013,1,otros
3238202011,Tanja Nijmeijer,petrogustavo,,28400,2717,Sat Jun 06 19:10:31 +0000 2015,1,otros
249295115,Patty Virgüez,petrogustavo,"Periodista, Humanista, progresista, amante de los animales y vivo en la mejor ciudad del mundo, Zipaquirá, donde se explota la sal de la vida.",545,1093,Tue Feb 08 19:18:43 +0000 2011,1,Periodista
2281452758,Carolina Agudelo,petrogustavo,"Alcaldesa de la Localidad de #Kennedy Administradora pública de la @ESAPOficial 

La única forma de cumplir tus sueños es hacerlo por ti mismo.",1718,240,Wed Jan 08 02:26:36 +0000 2014,1,Politico
52840479,Piero de Benedictis,petrogustavo,Autor Compositor Cantante Argentino Colombiano Italiano,13184,1113,Wed Jul 01 20:28:14 +0000 2009,1,otros
294145099,ALEJANDRO GÓMEZ,petrogustavo,"""Una poesía es como cuando uno no sabe qué decir, y lo dice"". Antonio Caballero, Sin remedio. 1984.",12513,889,Fri May 06 16:14:09 +0000 2011,2,otros
3092680234,Luis Alberto Rodriguez,petrogustavo,Caribe | exdirector general @DNP_colombia | exviceministro técnico @minhacienda,26398,957,Tue Mar 17 03:40:40 +0000 2015,2,Politico
188036272,Positive Money,petrogustavo,"Reimagining money, banks and our economy for the wellbeing of people, communities and the planet. Join us 👇",32910,7316,Tue Sep 07 19:41:08 +0000 2010,1,otros
117629001,Julián Moreno 🌻💪,petrogustavo,Alcalde Local de Suba. Bogotano y ciudadano. Economista @UNALOficial & MPP @Uniandes | El desarrollo no es posible sin verdadera democracia.,5366,648,Fri Feb 26 03:30:27 +0000 2010,1,Politico
984829161985462273,Edwin García,petrogustavo,"Amante de la cumbia, en concubinato con la poesía, divorciado de los manuales...",4180,4987,Fri Apr 13 16:22:24 +0000 2018,1,
1243762196653510656,Emiliano Moscoso Carulla,petrogustavo,"CEO Fundador Grupo Sierra Nevada. Fundación Toma Un Niño de la Mano. Intereses: Emprendimiento social , medio Ambiente, sostenibilidad. #MenúSolidario #paz",369,274,Sat Mar 28 04:50:17 +0000 2020,1,
22019881,Johns Hopkins Bloomberg School of Public Health,petrogustavo,"@JohnsHopkins Bloomberg School of Public Health.

• https://t.co/oQFdQ4hFwU 🦠 
• @PublicHealthPod 🎧 
• @GHN_News 📧",504574,2716,Thu Feb 26 15:22:11 +0000 2009,1,otros
371797057,MinSaludCol,petrogustavo,Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia,1543327,814,Sun Sep 11 14:50:36 +0000 2011,2,otros
3544845552,Pablo Catatumbo,petrogustavo,Integrante del Consejo Político Nacional y Senador de la República por el partido COMUNES,60376,227,Sun Sep 13 03:34:03 +0000 2015,1,Politico
91103479,Ramiro Velásquez,petrogustavo,Hay que dudar y cuestionar al sistema. Soy columnista y no tengo ídolos. De pensamiento libre hacia un socialismo progresista,5043,1259,Thu Nov 19 13:24:31 +0000 2009,1,Periodista
1243985353016475649,Adán Chávez (Cuenta Alterna),petrogustavo,Embajador de la República Bolivariana de Venezuela en la República de Cuba. Sigue nuestra cuenta oficial  @Adan_Coromoto (recuperada),9950,614,Sat Mar 28 19:37:18 +0000 2020,1,
107736777,German Reyes Forero,petrogustavo,"Medico, excongresista,Presidente Asmedas Antioquia",5025,4254,Sat Jan 23 15:14:31 +0000 2010,1,otros
897205807640662016,ADRES,petrogustavo,Administradora de los recursos del Sistema General de Seguridad Social en Salud.,7314,723,Mon Aug 14 21:18:28 +0000 2017,1,
38271276,Matt Taibbi,petrogustavo,"Author of GRIFTOPIA, THE DIVIDE, THE BUSINESS SECRETS OF DRUG DEALING, and HATE INC. Podcast, Useful Idiots: https://t.co/Ur18YrZHcD",564905,3999,Wed May 06 20:41:55 +0000 2009,1,otros
1955164866,Surella Acosta 👩🏻‍⚕️💔,petrogustavo,"Mamá imperfecta, médica internista, asesora de maternidad. In love",5402,881,Fri Oct 11 22:14:25 +0000 2013,1,otros
1180935702,Fernando Ruiz,petrogustavo,Ministro de Salud y Protección Social. Republica de Colombia,125960,224,Fri Feb 15 03:03:13 +0000 2013,1,Politico
853282207607267330,Organización para la Defensa Del Paciente,petrogustavo,"Promovemos y defendemos derechos de pacientes desde un enfoque de Derechos Humanos. 

WhatsApp +57 312 592 1361

Director: @castellanosfj",15286,5964,Sat Apr 15 16:21:46 +0000 2017,1,
1079443074,Johan Rockström,petrogustavo,"Director @PIK_climate, @sthlmresilience, Professor Earth Science internationally recognised scientist on global sustainability, including #PlanetaryBoundaries",55030,445,Fri Jan 11 12:05:20 +0000 2013,1,otros
338008127,Luz Pastrana L.,petrogustavo,"Huilense 💯 Tecnologa, Ingeniera Civil, especialista en contratación y próxima Magister en Derecho, Secretaria General del Concejo de Neiva 2021",7575,795,Mon Jul 18 22:50:06 +0000 2011,1,otros
726078728351191040,Luis Guillermo Plata,petrogustavo,,10366,10,Fri Apr 29 16:00:33 +0000 2016,1,
550192117,Jᴜᴀɴ Tʀᴜᴊɪʟʟᴏ,petrogustavo,Penalista - Externado y Osnabrück,28336,996,Tue Apr 10 15:15:36 +0000 2012,1,otros
221160397,Rodrigo Galarza,petrogustavo,"Leo, reflexiono, escribo (en ese orden). Crítico. Escéptico.. [Abogado]",3170,245,Mon Nov 29 22:24:50 +0000 2010,1,otros
1241867391711272960,Delcy Rodríguez,petrogustavo,Vicepresidenta Ejecutiva de la República Bolivariana de Venezuela. Junto al Pdte Nicolás Maduro por el camino de Bolívar y Chávez,144363,332,Sun Mar 22 23:20:42 +0000 2020,1,
1240042574527836160,Sintapabocas,petrogustavo,"CORONAVIRUS/COVID-19

Información y opinión sobre la PANDEMIA, con soporte científico. Administrada por periodistas colombianos",2650,221,Tue Mar 17 22:29:54 +0000 2020,1,
1239668080965496833,Abelardo Sanabria =^_^=,petrogustavo,Soy el felino senti-pensante de Fabián y no hay fascismo que me pueda censurar—,3873,100,Mon Mar 16 21:41:43 +0000 2020,1,
1137327756,ANIR NACIONAL,petrogustavo,Asociación Nacional de Internos y Residentes,10420,143,Thu Jan 31 16:34:23 +0000 2013,1,otros
897463070448111617,Colegio Médico Col,petrogustavo,Una organización que respeta la libertad de pensamiento y opinión en los debates en Salud. Propósitiva para la construcción de un mejor país.,11150,577,Tue Aug 15 14:20:44 +0000 2017,1,
2218561764,CELAG,petrogustavo,"Centro Estratégico Latinoamericano de Geopolítica 
#PensandoLatinoamérica
Política, Economía y Elecciones en América Latina",45610,1073,Wed Nov 27 23:07:23 +0000 2013,1,otros
522484955,Alvaro Garcia Linera,petrogustavo,"Álvaro García Linera nació en Cochabamba, Bolivia el 19 de octubre de 1962 es el actual vicepresidente del Estado Plurinacional de Bolivia.",30477,6,Mon Mar 12 18:43:34 +0000 2012,1,otros
518996754,Ana Cristina Restrepo Jiménez,petrogustavo,Periodista,61624,2293,Thu Mar 08 23:43:13 +0000 2012,2,Periodista
30708702,Pablo Correa,petrogustavo,"Exeditor ambiente, salud y ciencia del periódico El Espectador (2010-2021). Knight Science Journalism Fellow at MIT (2012-2013).",25559,892,Sun Apr 12 19:51:39 +0000 2009,2,otros
136732276,Indira Porto,petrogustavo,"Economista (provinciana), pero en este espacio no se habla mucho de economía",1018,1027,Sat Apr 24 19:15:38 +0000 2010,1,otros
151922663,Instituto Nacional de Salud🇨🇴,petrogustavo,"Instituto Nacional de Salud - INS.
Vigilantes de la Salud Pública en Colombia.",140793,896,Fri Jun 04 15:58:59 +0000 2010,2,otros
1201331063613734913,Jhampa,petrogustavo,,265,708,Mon Dec 02 02:43:51 +0000 2019,1,
1050695448237928449,Climática,petrogustavo,"Intentamos informar sobre #crisisclimática sin aburrir y sin abrumar

Sin anuncios de combustibles fósiles | Sin contenidos patrocinados

https://t.co/7YmLTnspqW",18110,718,Fri Oct 12 10:31:30 +0000 2018,1,
1238488785240850437,Tercer Canal,petrogustavo,"La Voz de los que no tienen voz 
Youtube: https://t.co/Jy3xBXm6y8
Instagram: https://t.co/qDouiQ0DLE 
Facebook: https://t.co/yM0TlesBPs",52034,392,Fri Mar 13 15:35:24 +0000 2020,1,
800425524552044544,Manuel G. Jaimes,petrogustavo,"Humano, compañero y ciudadano. 
Profesor universtario y asesor político.",861,234,Sun Nov 20 19:48:11 +0000 2016,1,
38605015,Camilo Fidel López,petrogustavo,Amateur/Director/Art Dealer @vertigograffiti / Director Artístico #DistritoGrafitiBogota // Cortometrajista y abogado @medialosamateurs,5303,2243,Fri May 08 04:23:17 +0000 2009,1,otros
4153304415,Hacemos Memoria,petrogustavo,"#HacemosMemoria investiga, discute y propone un diálogo público sobre el conflicto armado y sus memorias. Somos @UdeA.",8154,1478,Tue Nov 10 02:18:43 +0000 2015,1,otros
1217173847486738434,CNT-AIT Enseñanza (Madrid),petrogustavo,"Sindicato de Enseñanza e Int. Social 🔴⚫ de @CNTMadrid 🌐  @IWAAIT 
📌Pl. Tirso de Molina 5 - 2º Izq.
ensemad@cntait.org
611 087 337",1137,149,Tue Jan 14 19:58:10 +0000 2020,1,
1425639174,matador,petrogustavo,Caricaturista,461619,7362,Mon May 13 14:46:51 +0000 2013,1,otros
1354901396,COORDOSAC,petrogustavo,"Coordinadora Departamental de Organizaciones Sociales, Ambientales y Campesinas del Caquetá. Trabajamos por un departamento en Paz, defendemos la Amazonía! 🐆🌱",2087,1870,Mon Apr 15 17:35:48 +0000 2013,1,otros
266033645,Jorge Enrique Pava,petrogustavo,"Contador Público. Columnista diario La Patria, Eje 21 y Periódico Debate.",1853,1464,Mon Mar 14 14:47:59 +0000 2011,1,Periodista
1223019775544242176,David Choquehuanca,petrogustavo,Vicepresidente del Estado Plurinacional de Bolivia,70413,35,Thu Jan 30 23:07:09 +0000 2020,1,
157084932,Luis Ernesto Olave V,petrogustavo,Defensor de DDHH y Territorios Afro. Vocero @MovidaCol. Coordinador Pueblos Afro Red Latinoamericana y del Caribe para la Democracia. Opiniones Personales✊🏿,55042,3423,Fri Jun 18 20:35:52 +0000 2010,1,otros
71595997,Diana Albornoz,petrogustavo,Colombia Merece un Presi como Gustavo Petro,3890,95,Fri Sep 04 18:02:51 +0000 2009,1,otros
1222273871488917504,Luis Alberto Arce Catacora (Lucho Arce),petrogustavo,Presidente Constitucional del Estado Plurinacional de Bolivia. #EstamosSaliendoAdelante,177254,62,Tue Jan 28 21:46:11 +0000 2020,1,
694721493788430336,Sebastian Gaviria,petrogustavo,,312,307,Wed Feb 03 03:18:06 +0000 2016,1,
1044110463657623552,edmund dantes,petrogustavo,playing handball taught me about life. Original content documenting the reality of homelessness. https://t.co/3PkSlVHVqM “don’t be a political chump”.,3140,22,Mon Sep 24 06:25:07 +0000 2018,1,
983755069635080192,Comité NO Transmilenio por la Avenida 68,petrogustavo,"Iniciativa ciudadana de oposición a la construcción de transmilenio en la Av. carrera 68, por ser la peor política publica de transporte para Bogotá.",801,49,Tue Apr 10 17:14:20 +0000 2018,1,
301172272,Taoísmo Colombia,petrogustavo,,433,599,Thu May 19 00:49:11 +0000 2011,1,otros
195537073,Carolina Guerra,petrogustavo,,858378,1532,Sun Sep 26 23:40:28 +0000 2010,1,otros
2275053497,Patricia Ercole,petrogustavo,Actriz - Bailarina - Artista Performance Biòloga javeriana. Gyrotonic Trainer Embajadora de buena voluntad AeA amor y respeto a la naturaleza y a los Animales,2327,931,Sat Jan 11 15:52:17 +0000 2014,1,Politico
149837041,Dirk Janssen,petrogustavo,Holandés errante. Diplomático digital. @NLinSF,130804,1037,Sun May 30 10:38:05 +0000 2010,1,otros
183274881,Universo Centro,petrogustavo,"Periodismo de opinión y entretenimiento alternativo. Crónicas, fotografía e ilustraciones de Medellín, gente, lugares y otras cosas.",33002,1381,Thu Aug 26 16:09:00 +0000 2010,1,Periodista
828372063576551428,Leyner Palacios A,petrogustavo,"Hijo de Bojayá, trabajo por la Paz y la reconciliación. Ganador del Premio Pluralismo Global 2017. Nominado al Premio Nobel de Paz. Premio Defensor del Año 2020",20977,665,Sun Feb 05 22:37:45 +0000 2017,1,
204136120,Petra Costa,petrogustavo,"Cineasta, dirigiu ELENA, Olmo e A Gaivota, e Democracia em Vertigem 👉🏾 Netflix. Director of The Edge of Democracy (2019), ELENA and Olmo and the Seagull",234488,3678,Mon Oct 18 00:44:05 +0000 2010,1,otros
231194162,Felipe Ramírez,petrogustavo,Gerente de @TransMilenio. MSc. Planeación Urbana y Regional (@LSEnews). MSc. Ingeniería - Gerencia de Proyectos. Ing. Civil e Industrial (@Uniandes),5484,1435,Mon Dec 27 21:35:14 +0000 2010,1,otros
1140475620767535104,CatalinaValenciaT,petrogustavo,Directora de @Idartes Instituto Distrital de las Artes. Ciudadana. #IdartesEsBogota💛❤️,2459,1086,Mon Jun 17 04:25:51 +0000 2019,1,
246261681,Bernardo Alejandro,petrogustavo,Ignaciano.Médico Esp.Salud Pública y Alta Gerencia. Mae.Ciencias Políticas. Concejal de Medellín 2008-19. Senador 2002-06. Dip. de Antioquia 1995-01,33088,5024,Wed Feb 02 13:23:44 +0000 2011,1,Politico
161117541,Juan Guillermo Gutiérrez 🐝,petrogustavo,"Concejal de Zipaquirá. Colombia Humana UP. Ingeniero Civil, Maestrando Gobierno Urbano.",1319,1770,Wed Jun 30 01:23:19 +0000 2010,1,otros
103288327,Manuel Sarmiento,petrogustavo,"Papá de Emiliana.
Concejal de Bogotá.
Miembro del comité ejecutivo de @dignidad_col.
Abogado @UExternado
#CoaliciónDeLaEsperanza
#LaGenteConRobledo

 3213923325",38168,2489,Sat Jan 09 14:55:49 +0000 2010,1,otros
196373557,Orlando Benítez,petrogustavo,Gobernador de #Córdoba 2020-2023. De la mano de Dios y del pueblo. Fui Diputado de #Córdoba 2008-2019.,47944,973,Tue Sep 28 23:49:57 +0000 2010,1,otros
