nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
Ing Rodolfo Hernandez !,Ing Rodolfo Hernandez !,,,,,,,
Alonso Arango,Alonso Arango,2021-08-28T02:52:34.000Z,JAJAJAJAJ,,1,,1,https://twitter.com/alonsoarango/status/1431449601756868608
Ka,Ka,2021-08-28T02:53:44.000Z,"No ing, ya está caído",,2,,31,https://twitter.com/karinag3_/status/1431449894133370883
oleonja,oleonja,2021-08-28T03:37:40.000Z,Le está pidiendo apoyo de frente y con audios a los integrantes de la lista. Uds creen que los políticos convecionales como se financian? Con contratistas y x miles de millones.,,2,,7,https://twitter.com/oleonja/status/1431460949341396995
Omar Ariza,Omar Ariza,2021-08-28T02:56:39.000Z,"Demasiadas salidas en falso, La cachetada, La amenazada de Bala, Seguidor de el Pensador Alemán Adolfo?? Y ahora esto? 

Que pena Ingeniero pero su Campaña tiene más salidas en falso q las deudas con suicidios de 
@GustavoBolivar
 

Hora de replantear y retirarse! #ChaoIngeniero",,15,3,24,https://twitter.com/OLeoariza/status/1431450626752487434
julio j mejia,julio j mejia,2021-08-28T03:08:40.000Z,"Rendirse??, por supuesto que NO",,,,2,https://twitter.com/jujamero/status/1431453650388463617
Sergio Fingal,Sergio Fingal,2021-08-28T02:59:13.000Z,"NO ROBAR, NO MENTIR, NO TRAICIONAR, CERO IMPUNIDAD Y NO PEDIR COIMA.",,,,12,https://twitter.com/fingal_sergio/status/1431451272540995585
Harold_Rob,Harold_Rob,2021-08-28T03:01:43.000Z,"La gente no lee y se apresura a escribir guevonadas.
Lean.",,,,3,https://twitter.com/Harold_Rob/status/1431451904668848128
Luisito!,Luisito!,2021-08-28T03:01:53.000Z,"Vamos ingeniero, ánimo que aunque sabemos que tiene un genio volado, los que realmente lo conocemos sabemos que es honesto! Eso si cuide la salud y deje las rabietas hasta que llegue a la presidencia para que les pueda cantar la tabla a mas corruptos!",,2,2,25,https://twitter.com/Tluisito007/status/1431451945047187463
Madame Simone,Madame Simone,2021-08-28T18:36:37.000Z,"pedir el 10% después de ser electo es corrupción, porque para eso él debe darles puestos, por eso es que el gobierno de Duque es así, por la mermelada y pagando favores. Se va a quemar y quedará endeudado por corrupto.",,1,1,9,https://twitter.com/MadameSiimone/status/1431687179642851328
SOSColombia con el 2022,SOSColombia con el 2022,2021-08-28T03:02:42.000Z,Agua de limón que parece de Tamarindo pero que saben a Jamaica.,,,,5,https://twitter.com/walhcar/status/1431452152686333952
