nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
Ing Rodolfo Hernandez !,Ing Rodolfo Hernandez !,,,,,,,
mauriciogomez,mauriciogomez,2021-06-30T17:53:53.000Z,Sólito ingeniero sólito así como cuando fue alcalde solitooo!!!,,3,,18,https://twitter.com/servipetroljs/status/1410295539405570048
sck.,sck.,2021-06-30T17:56:07.000Z,"Y el plan de gobierno pa cuando, o simplemente se va a basar en publicidad?,
Cuantas casas gratis espera construir a los colombianos, Colombia?,
Su hijo tendrá alguna participación en un eventual gobierno suyo?, Es capaz de poner a la luz quien está detrás de ud apoyandolo? ...",,2,,13,https://twitter.com/sckfabs/status/1410296102398615555
Cristian Corso,Cristian Corso,2021-06-30T17:54:10.000Z,"Ya volvieron a perder ""los alternativos"".... Otros cuatro años de miserableza con el uribismo.",,,,4,https://twitter.com/CristianPuntoCo/status/1410295613489651723
David Molina,David Molina,2021-06-30T17:55:28.000Z,A ver las pruebas de cómo Petro ha desangrado Colombia?,,6,1,46,https://twitter.com/virtualdvid/status/1410295939294797826
アンドレスカ,アンドレスカ,2021-06-30T18:48:23.000Z,"Pues por culpa de Petro a incitar a manifestarse ya van como 50 muertos, a menos de que a usted señor petriste le parezca poco.",,1,,,https://twitter.com/CamiloLombana03/status/1410309255568281604
sck.,sck.,2021-06-30T17:55:38.000Z,"Y el plan de gobierno pa cuando, o simplemente se va a basar en publicidad?,
Cuantas casas gratis espera construir a los colombianos, Colombia?,
Su hijo tendrá alguna participación en un eventual gobierno suyo?, Es capaz de poner a la luz quien está detrás de ud apoyandolo? ...",,4,1,12,https://twitter.com/sckfabs/status/1410295979253932041
RSD,RSD,2021-06-30T18:06:21.000Z,"O si protegerá los paramos y ecosistemas naturales? o los pensará endurecer? No sé, Rodolfo es constructor me da vaina ahí",,2,,9,https://twitter.com/01RSD/status/1410298675922939907
Daniel Castellanos,Daniel Castellanos,2021-06-30T17:56:07.000Z,"No mas Petro ni Uribe 
Bien hay, ahorita comienzan los botsitos a hacer fakenews o tregiversar las cosas, fotos, etc.. ",,,,,https://twitter.com/DanielRicardoCD/status/1410296101664608259
Sergio Javier Contreras Torres,Sergio Javier Contreras Torres,2021-06-30T17:56:38.000Z,Y el favor que le debe a Uribe?,,,,3,https://twitter.com/javivanpersie/status/1410296230475755520
Mario Losada,Mario Losada,2021-06-30T17:56:53.000Z,"INGENIERO RODOLFO HERNÁNDEZ, CON TODO RESPETO CUENTE CON MI VOTO, VOLUNTARIAMENTE LE HARÉ CAMPAÑA, EN USTED VEO LA PERSONA QUÉ QUEREMOS LOS COLOMBIANOS PARA SALVAR ÉSTE PAÍS. Gracias.",,,,7,https://twitter.com/MarioLosa2/status/1410296296829825039
ROCHARU,ROCHARU,2021-06-30T17:57:57.000Z,"Jajajajajjaaja, ya empezó a hacer politiquería barata para luego le salgan los pecados",,,,6,https://twitter.com/ROCHATICO23/status/1410296562719330308
Noful Chavarro,Noful Chavarro,2021-06-30T17:58:46.000Z,"Petro solo goberno como dos años y la derecha lo saco de la alcaldia.
No veo porque atacarlo si los que han gobernado hace 20 años ya sabemos quienes son...
Pilas que mi movimiento esta en un 70% aun con usted",,3,,23,https://twitter.com/nechb18/status/1410296770798751752
Modo Incógnito,Modo Incógnito,2021-06-30T20:43:20.000Z,Jajaajajaja 2 años? Pórtese serio,,,,,https://twitter.com/ModoIncognitoR/status/1410338184869908484
John martinez,John martinez,2021-06-30T17:59:04.000Z,Solo se quería aliar con VITALOGIC ,,,,2,https://twitter.com/Johnmar78811146/status/1410296843783880707
David Trejos ⑭,David Trejos ⑭,2021-06-30T17:59:23.000Z,"A 
@petrogustavo
 no se le ha comprobado que ha desgarrado los recursos públicos. Lo investigaron pero no hubo nada que mostrar.",,,,11,https://twitter.com/millo010/status/1410296922733219840
Claudia Serrano,Claudia Serrano,2021-06-30T18:00:10.000Z,Y votalogic?,,1,,,https://twitter.com/Claudia02763879/status/1410297120406523908
Ana,Ana,2021-06-30T18:00:36.000Z,Esaaaa mierdaaaa,,,,,https://twitter.com/anamaa0/status/1410297229131321344
Héctor Hormiga,Héctor Hormiga,2021-06-30T18:01:26.000Z,"Cagada que también calculando políticamente le tire al Pacto Histórico que en nada le ha agredido, allá Ud",,1,,12,https://twitter.com/HectorHormiga1/status/1410297438905192453
RSD,RSD,2021-06-30T18:07:19.000Z,"Pero aún sí, en el pacto se le espera (si es que quiere ser parte de el)",,,,7,https://twitter.com/01RSD/status/1410298922661302276
jsas,jsas,2021-06-30T18:02:30.000Z,"Me puede informar cómo alcalde , q hizo?",,,,1,https://twitter.com/Josarsa/status/1410297707009351686
ivansar,ivansar,2021-06-30T18:04:19.000Z,"Replying to 
@ingrodolfohdez",,,,,https://twitter.com/ivansar09/status/1410298164146360322
RSD,RSD,2021-06-30T18:05:15.000Z,"Rodolfo, como que empezó con el pie izquierdo, no?",,,,4,https://twitter.com/01RSD/status/1410298399879016449
Eduard Alonso Ospina,Eduard Alonso Ospina,2021-06-30T18:06:51.000Z,Otro politiquero mentiroso ,,,,4,https://twitter.com/Eduard_978/status/1410298803555557385
El Duke,El Duke,2021-06-30T18:07:02.000Z,,,,,,https://twitter.com/Baypsi/status/1410298849818779651
ENSOÑADOR,ENSOÑADOR,2021-06-30T18:07:23.000Z,"Uste es otro politiquero más que ni argumentos para el debate nacional tiene. Rebajar a Petro al nivel del criminal de Uribe ya habla mucho de lo que sera su estrategia electoral; ataques a Petro y cantos de sirena. Eso de ""logica, etica y estetica"" es demagogia barata.",,9,1,44,https://twitter.com/AVerdad22/status/1410298936590491658
David Leonardo Sánchez,David Leonardo Sánchez,2021-06-30T18:56:01.000Z,"Petro FUE GUERRILLERO... Después CHAVISTA..Y luego se convirtió en el típico ""político de carrera"".Ha dicho MENTIRAS cientos de veces..Y más que ""argumentar bien""..El tipo en lo que es todo un EXPERTO es en utilizar las FALACIAS Argumentativas más SOFISTICADAS del planeta",,4,,18,https://twitter.com/leoSanchezCo/status/1410311178413391881
rodrigo alvarez,rodrigo alvarez,2021-06-30T18:09:33.000Z,Y usted de donde sacas esa locura Que PETRO tiene el país acabado será el centro democrático,,,,,https://twitter.com/TOLYN19/status/1410299481271291906
Subcomandante Moises,Subcomandante Moises,2021-06-30T18:09:52.000Z,Petro no ha desangrado a Colombia,,,,4,https://twitter.com/UnTalCogollo/status/1410299562892333057
Leonel Burgos,Leonel Burgos,2021-06-30T18:12:41.000Z,Usted habla de qué va acabar la corrupción. Cuáles son sus propuestas concretas para evitar algo que es sistémico?,,,,1,https://twitter.com/Leomarshall11/status/1410300271603990535
Juan Carlos Spitter Rios,Juan Carlos Spitter Rios,2021-06-30T18:13:21.000Z,Son tan pobres en argumentos y propuestas serias que cogen el nombre de Petro para ganar imagen. Que mediocridad.,,1,3,37,https://twitter.com/SpitterJC/status/1410300439023833094
conejita,conejita,2021-07-01T03:22:44.000Z,ufffff ud lo ha dicho ,,,,1,https://twitter.com/nomebusqueee/status/1410438696730570754
Andrés Santamaría Ch,Andrés Santamaría Ch,2021-06-30T18:18:30.000Z,"Petro desde que militaba en el M-19 literalmente desangró a Colombia. Con su ex partido Polo no hizo sino robarle a Bogotá y no contento fue alcalde y dejo Bogotá bien jodido, y ahora promoviendo un paro que destruyó la economía, y fundió las UCI. Petro el desangrador.",,12,4,23,https://twitter.com/ChaloSantamaria/status/1410301734564548611
Edgar Betancourt,Edgar Betancourt,2021-06-30T19:00:20.000Z,GIF,,,,4,https://twitter.com/fabianb06/status/1410312264842895364
Daniela Gómez,Daniela Gómez,2021-06-30T18:20:56.000Z,Por atacar a quien no debe solo por campaña es lo que más me hace pensar que sumercé es de esos uribistas alozapdos.,,,,5,https://twitter.com/Daniela30g/status/1410302348363243527
Angela Villarreal,Angela Villarreal,2021-06-30T18:38:12.000Z,Por lo menos cambien el discurso que ya todos nos sabemos ese...,,,1,5,https://twitter.com/AnVillarrealA/status/1410306692001193988
Daniel Vallejo,Daniel Vallejo,2021-06-30T18:39:40.000Z,"Usted es un gran candidato y tendría mi voto y el de mucho pero debemos unirnos para ganarles a los mismos, aquí el único que ha desangrado a Colombia por décadas es la extrema derecha y en los últimos 20 años fue 
@AlvaroUribeVel
 asi que a petro debería sacarlo de ese sancocho!",,4,,20,https://twitter.com/andresdmv96_/status/1410307060298829829
Lilith Mamada,Lilith Mamada,2021-07-01T17:49:00.000Z,Y que ya empezó mintiendo porque él mismo ha dicho que le debe favores a Uribe https://instagram.com/tv/CQILRP0DE-z/?utm_medium=copy_link…,,,,,https://twitter.com/LilithMamada/status/1410656698222645258
rafael barbosa,rafael barbosa,2021-06-30T18:39:47.000Z,Ingeniero jugar a la división del movimiento alternativo es hacerle el juego a las élites corruptas en el poder...,,,,4,https://twitter.com/unrafael/status/1410307090174840841
Leonardo Cubillos,Leonardo Cubillos,2021-06-30T18:46:19.000Z,Politiquero pretender usar al pueblo con fines electoreros metiendo miedo y cizaña contra un excelente candidato como lo es Gustavo Petro.,,4,,5,https://twitter.com/Leonard10719897/status/1410308737261355013
Leonardo Cubillos,Leonardo Cubillos,2021-06-30T18:48:34.000Z,Pero Claro como le debe favores a Uribe. ¿Nó?.,,1,,4,https://twitter.com/Leonard10719897/status/1410309302934462464
JORGECALDE,JORGECALDE,2021-06-30T18:52:07.000Z,Hay diversidad de pensamientos y opiniones. Es necesario alianzas que incluyan a los diferentes sectores de la sociedad.,,,,2,https://twitter.com/JORGECALDE58/status/1410310197004886020
MARTÍN GUTIERREZ,MARTÍN GUTIERREZ,2021-06-30T18:53:21.000Z,Para que me tomo foto con los que destruyen el país?,,1,1,4,https://twitter.com/COMANDJUNGLE/status/1410310507077246976
1927.,1927.,2021-06-30T19:26:27.000Z,El hace referencia a los partidos políticos que son unos prostíbulos por andar de aquí para allá con el solo objetivo de obtener alguna tajada. Al menos vea completo los análisis para luego decir lo que va a decir.,,1,,,https://twitter.com/LaPasion_1927/status/1410318836419731465
Tatiana Zuluaga,Tatiana Zuluaga,2021-06-30T18:54:53.000Z,"Por favor no se vaya a dejar endulzar el oído de ninguna de esas ratas y buitres q siempre quieren sacar tajada de absolutamente todo, y no están del lado del pueblo, si es así, mi voto será por ud",,1,,4,https://twitter.com/dentistwoman/status/1410310893011877895
Sergio Andres Patiño,Sergio Andres Patiño,2021-06-30T19:02:02.000Z,Blasfemia le debe favores a Uribe y el se los hará pagar a toda costa nos veremos en las urnas,,,2,9,https://twitter.com/Seanpat90/status/1410312691139350532
Guillermo Tell-ez,Guillermo Tell-ez,2021-06-30T19:06:07.000Z,"A mi me gustaría que cogiera a cachetadas a esos políticos tradicionales, pero pienso que la mejor alianza será con su hijo, eso sería un éxito para las finanzas familiares pero un desastre para los recursos públicos del país.",,,,1,https://twitter.com/DsdeMiTorre/status/1410313718882242563
Arnold Rojas,Arnold Rojas,2021-06-30T19:06:32.000Z,Muy bien ING Hernández .vamos a dar la pelea contrala corrupción .firme un equipo honesto e íntegro. Acá en Cúcuta la apoyamos. Vamos palante,,,,3,https://twitter.com/ArnoldR96089121/status/1410313823584718848
Jhon sanabria,Jhon sanabria,2021-06-30T19:06:42.000Z, Rodolfo H es otro corrupto más socio de Freddy Anaya en el entorno verde y también aliado y amigo de Jhon Abiud Ramírez interés sobre el basurero en la vereds de chocoa. Y le debe favores al narco# 82 la mejor opción es Petro.,,1,1,8,https://twitter.com/Jhonsanabria17/status/1410313865880035334
Yaneth Duran,Yaneth Duran,2021-07-01T14:57:49.000Z,No más de lo mismo y MENOS petro,,,,,https://twitter.com/duranyaneth71/status/1410613620061261827
Juan Castro,Juan Castro,2021-06-30T18:24:58.000Z,"Es importante que vaya mostrando su plan de gobierno, mucho Petro en sus entrevistas, pero no veo nada concreto.",,,,,https://twitter.com/JuanJoGeo/status/1410303364022288391
