nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
Liz,Liz,2020-07-22T02:48:38.000Z,Habla de valores pero nonle parece inmoral la compra de votos? Esto es incoherencia de politiquería,,1,,30,https://twitter.com/Luzstellaavell4/status/1285768690110271488
William Wallace,William Wallace,2020-07-22T02:49:17.000Z,"Profe, entonces Ud ve normal que las campañas se financien con dineros del narcotráfico? Las amistades del Presi no le dicen nada?",,18,8,152,https://twitter.com/PorLa_Libertad/status/1285768851020537859
Juan,Juan,2020-07-22T03:01:10.000Z,Pero un solo narco como el ñeñe compro 11 millones de votos? Es absurdo esa afirmación,,21,,,https://twitter.com/vargjuan/status/1285771843526369285
Paloma Cabal,Paloma Cabal,2020-07-22T02:49:19.000Z,Ni pretendas que vas a hacer presidente. Sinvergüenza!!!!,,,6,59,https://twitter.com/CabalPaloma/status/1285768860705206273
Carlos Abdul Valero,Carlos Abdul Valero,2020-07-22T02:50:34.000Z,Complete...pero hay que seguir investigando la ñeñepolítica...jeje...no genera confianza este hombre...,,1,,3,https://twitter.com/Valeroabdul/status/1285769176880222208
Santiaguito,Santiaguito,2020-07-22T02:51:59.000Z,"Sí lo dijo, mire la entrevista y no joda",,1,,3,https://twitter.com/Santia_GOs/status/1285769532905324546
Camilo,Camilo,2020-07-22T02:52:13.000Z,Adefesio su tibieza a la hora de poner su posición frente a los cuatro años de guerra/Duque o paz/Petro. Decidió irse a ver ballenas y eso jamás será olvidado.,,,4,18,https://twitter.com/EngKronos11/status/1285769589851394048
Jurista Antiuribista,Jurista Antiuribista,2020-07-22T02:53:54.000Z,"Cómo es natural, nadie esperaría una posición diferente de parte suya. Su incapacidad para asumir una posición y defenderla con argumentos, lo lleva a moverse en la comodidad de la ambivalencia. Siempre puede ser más decepcionante. #FrancamenteJuristaAntiuribista",,5,148,1.2K,https://twitter.com/JAntiuribista/status/1285770014180737024
H. Gonçalves,H. Gonçalves,2020-07-22T02:53:57.000Z,"Sr. Fajardo es bueno verlo tomando posición, ya sabemos de qué lado está usted, no se engañe a sí mismo ni a los incautos que creen que usted representa un cambio.",,1,8,258,https://twitter.com/HernandoGP/status/1285770027942187008
Mariasmus,Mariasmus,2020-07-22T14:13:37.000Z,"Si es cierto, por lo menos tomo posición",,,,5,https://twitter.com/LaAgutiPaca/status/1285941071407648768
Henrry Garcia Uribe,Henrry Garcia Uribe,2020-07-22T02:54:12.000Z,Y eso hace que no cuentes con mi voto señor tibio.....,,,,19,https://twitter.com/UribeHenrry/status/1285770088126337026
Santiaguito,Santiaguito,2020-07-22T02:54:36.000Z,Ya vinieron los petristas a decirle uribista al profe por acogerse a la democracia?,,82,6,39,https://twitter.com/Santia_GOs/status/1285770190362476549
Calvo Samper Ospina,Calvo Samper Ospina,2020-07-22T03:05:17.000Z,Ahora a la compra de votos mediante el narcotrafico le llaman democracia,,1,,63,https://twitter.com/CalvoSamperO/status/1285772878277992449
CARLOS GONZALEZ,CARLOS GONZALEZ,2020-07-22T02:56:13.000Z,"Como es natural ud se esconde y guarda silencio en los temas trasendentales del país.. esperando el ""guiño presidencial"" de uribe no va Reconocer el triunfo legítimo de petro..y adefecio sería votar x ud después de la puñalada que le dió al pueblo que lo veía con otros ojos",,,2,7,https://twitter.com/CarlosG57649525/status/1285770598359105537
Antonio,Antonio,2020-07-22T02:56:15.000Z,"Me gusta el nuevo Fajardo, virando de frente a la derecha. Era mas peligroso asolapado.",,,1,11,https://twitter.com/Antoniodelcomun/status/1285770606206689280
Juan Morales,Juan Morales,2020-07-22T02:56:55.000Z,Adefesio es comprar una presidencia con dineros del narcotráfico. Adefesio es tener negocios inmobiliarios con el Cartel de Medellin. Adefesio es el derruido cubo negro que usted construyó. Adefesio es gobernar de la mano de la Oficina de Envigado.,,2,3,29,https://twitter.com/juandmor/status/1285770774377312256
Candyman,Candyman,2020-07-22T02:57:00.000Z,"#FrancamenteFajardo No olvidaremos el elefante blanco de Biblioteca Parque España, y más, es su forma de ser, como no protestar contra Nestor Humberto Martinez",,,11,19,https://twitter.com/FeliceKanaval/status/1285770794929467395
J. Montaño.,J. Montaño.,2020-07-22T02:57:24.000Z,"Adefesio es aceptar que el gobierno que compro votos  para ""ganar"".

No compare!... eso si es lo mas ridiculo.",,,,11,https://twitter.com/Ing_JMontano/status/1285770895131369472
Daniel R,Daniel R,2020-07-22T02:58:25.000Z,"Como es natural, de ud no podemos esperar nada",,3,8,186,https://twitter.com/DanielRMed/status/1285771150706999308
Richi Zuluaga,Richi Zuluaga,2020-07-22T20:32:20.000Z,"Y qué quería??? 

Jajajaja 

Ayyy petristes...",,1,,,https://twitter.com/richizuluaga/status/1286036375746355202
Jorge Muñoz,Jorge Muñoz,2020-07-22T02:59:21.000Z,"Ese pensamiento de extremos nos tiene jodidos. O estás con nosotros o en contra. Estoy de acuerdo, hubo delitos electorales pero para declararlo ilegítimo se debe tener sentencias judiciales, no importa si es Uribe o Petro el mensaje es el mismo, desconocer las instituciones",,16,2,38,https://twitter.com/jorgemunozsepul/status/1285771384220770304
harold pineda,harold pineda,2020-07-22T03:00:43.000Z,"!!!como es natural!!! Ni hace  ni deja hacer, que si pero no, de acuerdo pero en desacuerdo....que ni caliente ni frío ...TIBIO",,1,4,60,https://twitter.com/80haroldpv/status/1285771727767732226
martin,martin,2020-07-22T03:01:02.000Z,"Profesor, qué teorema nos puede demostrar para saber a los cuantos votos comprados se considera ilegitima una elección ¿el factor narcotrafico le da mayor probabilidad de ilegitimidad o por el contrario es un factor despreciable? #sepuede",,,1,6,https://twitter.com/martin80f/status/1285771811112865793
Carlos Andrés Acosta,Carlos Andrés Acosta,2020-07-22T03:01:05.000Z,"Negación del verdadero fragelo de nuestro país que es la corrupción. Esta vez no lo voy a criticar por su falta de posición sino por el irrespeto tan grande y más al saber que el Uribismo compró a sus electores con plata del narcotráfico. Así no es, espero que no sea Presidente",,1,3,17,https://twitter.com/CarlosAndrsAc11/status/1285771822865289217
Alexander Herrera,Alexander Herrera,2020-07-22T03:02:23.000Z,"Usted nunca se va a poner en contra de su prima Lina Moreno de Uribe, la esposa del #Matarife, al contrario apoyará a cualquier títere porque el que sigue es usted, seguramente también compraran votos a $50.000 y por eso legítima al #NarcoPresidente 
@IvanDuque
 y su #NarcoEstado",,1,26,80,https://twitter.com/alherca/status/1285772148326518784
Luz Dary,Luz Dary,2020-07-22T03:03:40.000Z,Adefesio irse a mirar ballenas cuando el país está patas arriba.,,1,3,25,https://twitter.com/LuzDarype/status/1285772473485713408
El Comentador,El Comentador,2020-07-22T03:06:00.000Z,"Para usted es normal el narco, el lavado, el testaferrato, la corrupción, el desplazamiento forzado, los sobornos, las desapariciones, el tráfico de influencias, el clientelismo, la compra de votos, la contratación sin el lleno de los requisitos legales, el concierto....",,,4,14,https://twitter.com/AyarzaAyarka/status/1285773058163302401
Chaos A.D.,Chaos A.D.,2020-07-22T03:06:06.000Z,Lo natural es el engaño,,1,7,55,https://twitter.com/FerneyV78802384/status/1285773085648531456
Toto Manjarrés,Toto Manjarrés,2020-07-22T03:06:15.000Z,Adefesio usted!!,,1,,1,https://twitter.com/humagetoto/status/1285773120792649729
MILTON ALBERTO ROJAS,MILTON ALBERTO ROJAS,2020-07-22T03:07:34.000Z,Ni con toda el agua de Hidroituango te vas a poder lavar la sangre de las manos querido :),,1,24,259,https://twitter.com/MILTONALBERTORO/status/1285773454344478720
Richi Zuluaga,Richi Zuluaga,2020-07-22T10:26:27.000Z,"El nivel de esquizofrenia petrista... 

¿Sabía que es el alcalde que más ha reducido las muertes en Medellín?",,26,,15,https://twitter.com/richizuluaga/status/1285883900913426434
Merie M,Merie M,2020-07-22T03:07:40.000Z,"Como es natural, sabemos que no tiene temple, que es otro más de la manada uribista #TibiamenteFajardo",,1,4,48,https://twitter.com/meriemorenita/status/1285773479237824512
Andrea,Andrea,2020-07-22T03:07:45.000Z,"Replying to 
@sergio_fajardo",,5,19,332,https://twitter.com/Andrea_Q23/status/1285773501140471809
Can severo,Can severo,2020-07-22T03:17:58.000Z,,,,4,44,https://twitter.com/Sam_poteste/status/1285776071380566016
La Lamprea no solo es un feo pez,La Lamprea no solo es un feo pez,2020-07-22T03:08:36.000Z,"#FrancamenteFajardo no esperamos nada mejor de usted. Claro que no comparte que este es un gobierno elegido con fraude, con votos comprados con dinero del narcotráfico, usted no cree en la #ÑeñePolítica porque a usted eso es lo que le conviene. Simple cómplice de esa corrupción.",,2,5,34,https://twitter.com/AndradeSony/status/1285773713993080832
Hector Dario Valenci,Hector Dario Valenci,2020-07-22T03:09:35.000Z,"Ud no comparte nada, ud cree q Duque y Uribe no participaron en la compra de votos? Ud dejo tirados y no escucho a los habitantes de Ituango ? Así mismo ud no escuchara a la población de Colombia",,,2,6,https://twitter.com/JUANCHOMILAS/status/1285773959091359746
Daniel Guevara,Daniel Guevara,2020-07-22T03:11:28.000Z,"Está normalizando la compra de votos? Es legítimo un gobierno que se elige con dineros del narcotráfico? Adefesio es tener líderes que voltean la vista la corrupción, q prefieren la juiciosa obediencia antes que la lucha por el cambio y la justicia social #FrancamenteFajardo",,1,3,15,https://twitter.com/Daniielgguevara/status/1285774433144262656
MILTON ALBERTO ROJAS,MILTON ALBERTO ROJAS,2020-07-22T03:12:13.000Z,"Ahora entienden la fotico. Robledo con el primo del narco... Lozano diciendo que sí se robo pero poquito, Clau quitando demandas contra el #Matarife en la corte y esta belleza legitimando un narco gobierno. Tibios... más falsos que los uribistas :)",,2,91,526,https://twitter.com/MILTONALBERTORO/status/1285774623230042117
Tanita,Tanita,2020-07-23T13:20:27.000Z,"Señor Milton, si algo se debe reconocer de los uribistas es que son muy leales a sus intereses  y a lo que se podría llamar ""ideales"". Los del centro son uribistas vergonzantes, de una derecha light...por ese lado no hay con quién",,,,1,https://twitter.com/Ouchs/status/1286290079527374850
MISS POIROT,MISS POIROT,2020-07-22T03:13:27.000Z,,,6,16,322,https://twitter.com/MissPoirot07/status/1285774933306613763
Hernan Hernandez,Hernan Hernandez,2020-07-22T03:59:33.000Z,A ver a ver querida Petrista: si der tibio es no tomar posición está claro que Fajardo está tomando una. O acaso a ustedes sólo les sirve que una persona asuma la misma posición que ustedes?.,,2,,1,https://twitter.com/ernancio/status/1285786537532235778
Leohna,Leohna,2020-07-22T03:14:08.000Z,Bueno por lo menos aún tiene algo de cordura,,1,,1,https://twitter.com/LHName/status/1285775105528942598
JESGOSA,JESGOSA,2020-07-22T03:14:42.000Z,"De acuerdo, Duque solo compro poquitos votos con plata un tanto mal habida. Eso no le hace....El Gobierno es más que legítimo.
No se haga nada para esa tontina.....",,,11,63,https://twitter.com/aureliobabiloni/status/1285775247703187456
wilsoncantillog@hotmail.com,wilsoncantillog@hotmail.com,2020-07-23T17:24:39.000Z,Tal cual,,,,,https://twitter.com/wilsoncantillo7/status/1286351533693710337
Santiaguito,Santiaguito,2020-07-22T03:19:54.000Z,"Imagínate tú ser un tuitero petrista y estar todo el día esperando que 
@sergio_fajardo
 diga algo para repetirle las mismas tres palabras de siempre: ballenas, tibio, uribista. Pobres seres",,138,17,222,https://twitter.com/Santia_GOs/status/1285776556657434625
Lemajets,Lemajets,2020-07-22T03:41:01.000Z,"Es que aún estamos esperando que nos cuente de sus conexiones con don Berna, la oficina de Envigado, como el papá estaba casi en la quiebra y salió fortalecido después del gobierno del muchachito en Antioquia, son bobaditas no más",,1,8,90,https://twitter.com/LuisLuengas3/status/1285781871436103680
marycellrodriguez@gmail.com,marycellrodriguez@gmail.com,2020-07-22T03:20:18.000Z,Adefesio ud que es el que el establecimiento tiene listo para suceder a Duque.,,,,23,https://twitter.com/marycellrodrig2/status/1285776658729963520
HERNÁN AGUIRRE,HERNÁN AGUIRRE,2020-07-22T03:20:44.000Z,Usted es el adefesio en la política. Abandonó a sus adeptos para que libremente vendieran su voto por miserables $50.000 al Narco Neñé Hernández. Así fue que adquirió la presidencia el que usted defiende como su legítimo presidente.,,4,69,287,https://twitter.com/HernnAguirre6/status/1285776769048555523
David González M,David González M,2020-07-22T03:57:43.000Z,Si vendieron el voto en segunda vuelta ¿Qué pudo haber pasado en la primera?,,1,5,35,https://twitter.com/DavidGM05/status/1285786074325884928
Margery Ruiz,Margery Ruiz,2020-07-22T03:21:07.000Z,Usted no está en lo cierto ni está equivocado.,,,4,28,https://twitter.com/margeryrb1/status/1285776865576259585
Santiago Córdoba,Santiago Córdoba,2020-07-22T03:21:35.000Z,"Bien lo dijo como es natural usted cohonesta es con los criminales, verbigracia Don Berna.",,,1,24,https://twitter.com/bascobscd/status/1285776981833940992
MortzFraurtzlan,MortzFraurtzlan,2020-07-22T14:52:32.000Z,"Quote Tweet
MortzFraurtzlan
@fraurtzlan
 · Jul 22, 2020
Replying to @sergio_fajardo
El adefe$io ES USTED, ya se DESTAPÓ!! OTRO BOLLO de la miii$ma CLOACA. Muchos EQUIVOCADOS. @amoralesan 
@petrogustavo @GustavoBolivar @HOLLMANMORRIS @LuisEdu620829 @merv59 @YoAlejoV 
@joseshidarta @Barreja @RoyBarreras @pedrosalazar420 @LuisEdu620829 @Betocoralg @Hablamachetero",,,,,https://twitter.com/fraurtzlan/status/1285950865422114817
David Alejandro,David Alejandro,2020-07-22T04:25:05.000Z,"Que nervios, mañana habla del paro nacional.",,,,12,https://twitter.com/daljio/status/1285792959707971587
Afganostián ✪,Afganostián ✪,2020-07-22T03:22:49.000Z,"Increible que este man, luego de que a él TAMBIÉN le robaron las elecciones, salga a decir semejante estupidez.

Demuestra que poco o nada le interesaban sus votantes y la democracia.",,1,5,15,https://twitter.com/Poco_Ortodoxo/status/1285777293382737920
manuel garcia,manuel garcia,2020-07-22T04:16:55.000Z,,,1,1,6,https://twitter.com/manuel0853/status/1285790905434353664
Jorge Ovalle,Jorge Ovalle,2020-07-22T03:27:37.000Z,Adefesio usted.,,1,,3,https://twitter.com/JorgeOvalleB/status/1285778497449992192
El Barto Chibchombiano,El Barto Chibchombiano,2020-07-22T03:28:52.000Z,"Profesor entonces ¿cuál es su verdadero rol? yo también soy de centro, pero para mi la ilegitimidad del gobierno de Duque está más que demostrada ¿Cuál es su verdadera posición ante este adefesio de gobierno?
Lo de Petro y la desobediencia si es un adefesio.",,,1,13,https://twitter.com/FilosofoBart/status/1285778815290093569
Taneli,Taneli,2020-07-22T03:31:08.000Z,El adefesio es usted,,1,13,166,https://twitter.com/Mistermopilas/status/1285779383291183105
Córdoba Al Día,Córdoba Al Día,2020-07-22T03:33:16.000Z,,,5,,14,https://twitter.com/cordoba_al_dia/status/1285779922166919169
Bernard Parker,Bernard Parker,2020-07-22T03:32:05.000Z,"Fajardo como siempre, haciendo una ""Fajardada"".",,1,14,45,https://twitter.com/caliman_911/status/1285779622534303745
Leonardo León,Leonardo León,2020-07-22T03:32:16.000Z,Fajardo es el único que podía vencer a la Registraduría (?),,,2,50,https://twitter.com/ingcritica/status/1285779667887304704
QuintoFilippo,QuintoFilippo,2020-07-22T03:36:54.000Z,"Usted es el adefesio Fajardo porque legítima lo ilegal, porque a usted no le importa las evidencias que tiene en la nariz de un fraude y de la ñeñe política, porque usted con cohonesta con esas malas costumbres, a nosotros no nos parece raro que opine así.",,,7,17,https://twitter.com/filippo_quinto/status/1285780835891843074
Olmedo López M,Olmedo López M,2020-07-22T03:37:06.000Z,"#FrancamenteFajardo entre socios no se abandonan: en nuestra memoria la barbarie de #HidroItuango, el ESMAD en Universidad de Antioquia, los amigos en común del GEA, el abandono a la educación pública mientras se gastaba el presupuesto en publicidad....",,,15,63,https://twitter.com/olmedolopezm/status/1285780885644742663
Iván Tello Martínez,Iván Tello Martínez,2020-07-22T03:39:23.000Z,"No estoy de acuedo ni estoy en desacuerdo con su publicación, profesor Fajardo.",,1,2,88,https://twitter.com/ivantema/status/1285781462269284352
Tulio Trajano,Tulio Trajano,2020-07-22T03:39:57.000Z,"Fajardo va a ser la figura decorativa de varios grupos de intereses. Si no queremos otro Duque, tocará quitarle gente en el “centro”. El Paulo Coelho de Sabaneta es un peligro!",,,21,174,https://twitter.com/TrajanoAndino/status/1285781602828718080
Manuel Ome C.,Manuel Ome C.,2020-07-22T03:39:58.000Z,"Si... como es natural. Es natural que alguien como usted que no diferencia entre lo legal y lo ilegal, entre la tragedia de los colombianos y la fastuosidad de los corruptos, se quede ahí, esperando que los demás luchen por sus derechos y oportunidades. Cobarde podría llamarse.",,1,15,99,https://twitter.com/manantomec/status/1285781605290856453
AurelioArturo,AurelioArturo,2020-07-22T03:43:54.000Z,"¿Por qué ""como es naturall""? Usted naturaliza la corrupción, la compra de votos, el ingreso de dineros del narcotráfico, la consignación de capitales venezolanos en fuga en paraísos fiscales, la constricción al elector... ¿Usted hace lo mismo, naturalmente?",,1,10,26,https://twitter.com/AurelioArturo15/status/1285782596258017284
Marcela Bedoya,Marcela Bedoya,2020-07-22T03:46:48.000Z,"No reconoce la ñeñe política? Ah bueno ha de ser por que hay investigaciones contra usted y sus hermanos, por que tienen nexos con alias el arquitecto, y socios del cartel de sinaloa.siga con esa cortina que no suelta, llamado petro, es su excusa para todo.",,,1,15,https://twitter.com/Marcelabedoyaz/status/1285783327639830528
victor ovalle diaz,victor ovalle diaz,2020-07-22T03:49:50.000Z,"Su amigo y coterráneo Popeye una vez dijo que en colombia siempre había solidaridad entre bandidos, por eso no es de extrañar su defensa de los crímenes de Uribe y sus pupilos. usted algún día espera esa venia bendita, digo maldita",,5,50,316,https://twitter.com/vovallediaz/status/1285784089145028608
MatProfe Juan Payan,MatProfe Juan Payan,2020-07-22T03:53:13.000Z,"Como es natural en este país la compra de votos se naturalizo y ahora la democracia se convirtió en una empresa ... ponen presidentes nacionales y presidentes del congreso... seguro piensas que comprar poquitos votos no es delito

Mi tibio así piensas acabar la corrupción?",,1,28,275,https://twitter.com/MatProfeJPayan/status/1285784942505603072
 TheBeyonder , TheBeyonder ,2020-07-22T03:54:16.000Z,"Usted no comparte absolutamente nada; sencillamente por que está en el lado del opresor. No por nada el Grupo GEA lo posiciona como presidenciable, necesitan a uno de los suyos ahí, para alimentar sus ganas de crecimiento sobre el que sea. Un “uribismo” sin el #Matarife.",,,2,2,https://twitter.com/cezmx/status/1285785207329697792
Joaquín Robles Zabal,Joaquín Robles Zabal,2020-07-22T03:55:03.000Z,Pero guardó silencio en 2016 cuando la propuesta fue de Uribe. Medio huevín. ¿Cree que así va ser presidente?,,2,27,147,https://twitter.com/joaquinroblesza/status/1285785404793401344
CLAUDIA LUCÍA,CLAUDIA LUCÍA,2020-07-22T03:55:53.000Z,Este trino no es gratis guardenlo ,,,2,14,https://twitter.com/ClaudiaLuci1018/status/1285785614575644672
Carlos Mogollón,Carlos Mogollón,2020-07-22T03:59:09.000Z,"Cuando se comprobó que entraron dineros del narcotráfico a la campaña de Samper, buena parte de la sociedad consideraba ilegitimo su gobierno al punto que 
@DeLaCalleHum
 renunció a la vicepresidencia. Con Duque muchos se hacen los de la vista gorda.",,8,80,388,https://twitter.com/coleopteroazul/status/1285786433253453826
victor ovalle diaz,victor ovalle diaz,2020-07-22T04:04:10.000Z,"Uy que respuesta tan elegante, severa peinada compadre. felicidades",,,5,72,https://twitter.com/vovallediaz/status/1285787698297479169
